Brand Names,Yarn Names,Weight,Texture,Fiber,Needles,Gauge,Balls
Indigodragonfly,Merino Silk 4-ply Sock,Fingering / 4-ply / Super Fine,Plied (3 or more plies),"Merino Superwash Wool (50%),Silk (50%)",2.5mm(1.5 US)( UK)3.75mm(5 US)(9 UK),"24-32 sts / 10 cm (4"")",100g; 393m (430 yds)
Indigodragonfly,Merino Sock,Fingering / 4-ply / Super Fine,Plied (3 or more plies),Merino Superwash Wool (100%),2mm(0 US)(14 UK)3.25mm(3 US)(10 UK),"24-32 sts / 10 cm (4"")",100g; 357m (390 yds)
Indigodragonfly,Polwarth Silk,Sport / Fine,Plied (3 or more plies),"Polwarth Wool (85%),Silk (15%)",3.5mm(4 US)( UK)4mm(6 US)(8 UK),"22-26 sts / 10 cm (4"")",250g; 617m (675 yds)
Infinity Hearts,2XLace,Super Bulky / Super Chunky,I-cord,"Cotton (60%),Polyester (40%)",6mm(10 US)(4 UK)10mm(15 US)(000 UK),"9 sts / 10 cm (4"") and 13 rows",250g; 90m (98 yds)
Infinity Hearts,Amigurumi,Worsted / Medium,Plied (3 or more plies),"Cotton (60%),Polyester (40%)",2.5mm(1.5 US)( UK)3.5mm(4 US)( UK),"20 sts / 10 cm (4"") and 30 rows",100g; 180m (197 yds)
Infinity Hearts,Anemone,DK / Light,Fuzzy chain,"Cotton (65%),Acrylic (35%)",4mm(6 US)(8 UK),"21 sts / 10 cm (4"") and 27 rows",100g; 230m (252 yds)
Infinity Hearts,Baby Merino,Fingering / 4-ply / Super Fine,S on S plied,Merino Superwash Wool (100%),2.5mm(1.5 US)( UK)3mm(2.5 US)(11 UK),"28 sts / 10 cm (4"") and 38 rows",50g; 170m (186 yds)
Infinity Hearts,Crocus,Super Bulky / Super Chunky,Faux / Fake fur,Polyester (100%),9mm(13 US)(00 UK),"11 sts / 10 cm (4"") and 12 rows",100g; 60m (66 yds)
Infinity Hearts,Iris,DK / Light,Plied (3 or more plies),Acrylic (100%),4mm(6 US)(8 UK),"22 sts / 10 cm (4"") and 30 rows",(Varies)
Infinity Hearts,Lily,Aran / Medium,Blown / Fiber-filled net,"Cotton (70%),Merino Superwash Wool (30%)",4.5mm(7 US)(7 UK),"18 sts / 10 cm (4"") and 27 rows",50g; 100m (109 yds)
Infinity Hearts,Lotus 8/4,Fingering / 4-ply / Super Fine,Plied (3 or more plies),Cotton (100%),3mm(2.5 US)(11 UK)3.5mm(4 US)( UK),"28 sts / 10 cm (4"") and 40 rows",50g; 170m (186 yds)
Infinity Hearts,Orchid,Sport / Fine,Plied (3 or more plies),Bamboo Viscose (100%),3mm(2.5 US)(11 UK)3.5mm(4 US)( UK),"26 sts / 10 cm (4"") and 32 rows",50g; 185m (202 yds)
Infinity Hearts,Petunia,Super Bulky / Super Chunky,Chenille,Polyester (100%),6mm(10 US)(4 UK)8mm(11 US)(0 UK),"10 sts / 10 cm (4"")",100g; 62m (68 yds)
Infinity Hearts,Primula,Aran / Medium,Plied (3 or more plies),Acrylic (100%),4mm(6 US)(8 UK),"18 sts / 10 cm (4"") and 24 rows",140g; 238m (260 yds)
Infinity Hearts,Rose 8/4,Fingering / 4-ply / Super Fine,S on S plied,Cotton (100%),2.5mm(1.5 US)( UK)3mm(2.5 US)(11 UK),"28-30 sts / 10 cm (4"") and 38 rows",50g; 176m (192 yds)
Infinity Hearts,Rose Big,DK / Light,S on S plied,Cotton (100%),3.5mm(4 US)( UK),"21 sts / 10 cm (4"") and 26 rows",50g; 83m (91 yds)
Infinity Hearts,Snowdrop,Super Bulky / Super Chunky,Single ply,Wool (100%),8mm(11 US)(0 UK),"12 sts / 10 cm (4"") and 16 rows",50g; 50m (55 yds)
Infinity Hearts,Sunflower,Fingering / 4-ply / Super Fine,Brushed bouclé (fuzzy / fluffy),"Nylon (40%),Mohair (30%),Wool (30%)",3mm(2.5 US)(11 UK),"28 sts / 10 cm (4"") and 34 rows",50g; 650m (711 yds)
Interlacements,Toasty Toes,Sport / Fine,Plied (3 or more plies),Merino Superwash Wool (100%),2.75mm(2 US)(12 UK)3.5mm(4 US)( UK),"24 sts / 10 cm (4"")",226g; 512m (560 yds)
Ivy Brambles,SockScene,Fingering / 4-ply / Super Fine,Plied (3 or more plies),Merino Superwash Wool (100%),2.25mm(1 US)(13 UK)3.25mm(3 US)(10 UK),"26-30 sts / 10 cm (4"")",105g; 378m (413 yds)
Ivy Brambles,Superwash Worsted,Worsted / Medium,Plied (3 or more plies),Merino Superwash Wool (100%),4.5mm(7 US)(7 UK)5mm(8 US)(6 UK),"18-20 sts / 10 cm (4"")",105g; 210m (230 yds)
J C Rennie,Supersoft Cashmere 4-ply,Fingering / 4-ply / Super Fine,Plied (woolen-spun),"Wool (87%),Cashmere (13%)",3.25mm(3 US)(10 UK),"28 sts / 10 cm (4"")",50g; 215m (235 yds)
J C Rennie,Supersoft Lambswool 4-ply,Fingering / 4-ply / Super Fine,Plied (woolen-spun),Wool (100%),2.5mm(1.5 US)( UK)3.5mm(4 US)( UK),"25-32 sts / 10 cm (4"")",50g; 280m (306 yds)
J C Rennie,Unique Shetland,Fingering / 4-ply / Super Fine,Plied (woolen-spun),Wool (100%),(Varies),"28 sts / 10 cm (4"")",50g; 216m (236 yds)
J. Knits,Lace-A-Licious!,Lace,Plied (3 or more plies),Alpaca (100%),2.25mm(1 US)(13 UK)3.5mm(4 US)( UK),(Varies),113g; 1097m (1200 yds)
J. Knits,Superwash Me - Light Sock,Fingering / 4-ply / Super Fine,Plied (3 or more plies),Merino Superwash Wool (100%),2.75mm(2 US)(12 UK),"28 sts / 10 cm (4"")",113g; 503m (550 yds)
Jarol Ltd,Heritage DK,DK / Light,Plied (3 or more plies),"Superwash Wool (55%),Acrylic (25%),Nylon (20%)",4mm(6 US)(8 UK),"22 sts / 10 cm (4"")",100g; 247m (270 yds)
Jarol Ltd,Pure British Wool Aran,Aran / Medium,Plied (3 or more plies),Wool (100%),5mm(8 US)(6 UK),"19 sts / 10 cm (4"")",100g; 169m (185 yds)
Jarol Ltd,Sweet Briar Chunky,Bulky / Chunky,Plied (3 or more plies),"Acrylic (70%),Wool (30%)",6mm(10 US)(4 UK),"14 sts / 10 cm (4"")",100g; 150m (164 yds)
Jenny Watson,Babysoft 4-ply,Fingering / 4-ply / Super Fine,Plied (3 or more plies),"Acrylic (70%),Nylon (30%)",3.25mm(3 US)(10 UK),"28 sts / 10 cm (4"") and 36 rows",50g; 220m (241 yds)
Jenny Watson,Babysoft DK,DK / Light,Plied (3 or more plies),"Acrylic (70%),Nylon (30%)",4mm(6 US)(8 UK),"22 sts / 10 cm (4"") and 28 rows",50g; 155m (170 yds)
Jill Draper Makes Stuff,Ellsworth,Lace,Single ply,Poll Dorset Wool (100%),2.75mm(2 US)(12 UK)3.75mm(5 US)(9 UK),(Unknown),113g; 805m (880 yds)
Jill Draper Makes Stuff,Hudson (Made in the USA),Worsted / Medium,Plied (3 or more plies),Merino Superwash Wool (100%),4.5mm(7 US)(7 UK)5mm(8 US)(6 UK),"17-20 sts / 10 cm (4"")",106g; 219m (240 yds)
Jill Draper Makes Stuff,Mohonk,Sport / Fine,2 ply,Cormo Wool (100%),3.25mm(3 US)(10 UK)4.5mm(7 US)(7 UK),"22-24 sts / 10 cm (4"")",113g; 338m (370 yds)
Jill Draper Makes Stuff,Valkill,DK / Light,Single ply,Cheviot Wool (100%),3.75mm(5 US)(9 UK)4.5mm(7 US)(7 UK),"20-22 sts / 10 cm (4"")",113g; 230m (252 yds)
Jimmy Beans Wool,Reno Rafter 7,DK / Light,Plied (3 or more plies),Rafter 7 Merino Wool (100%),3.75mm(5 US)(9 UK)4.5mm(7 US)(7 UK),"21-24 sts / 10 cm (4"")",100g; 197m (215 yds)
Jody Long,Airspun,DK / Light,Blown / Fiber-filled net,"Merino Superwash Wool (70%),Nylon (30%)",3.75mm(5 US)(9 UK)4.5mm(7 US)(7 UK),"21-24 sts / 10 cm (4"")",75g; 365m (399 yds)
Jody Long,Alba,DK / Light,Nubby / Tweedy,"Merino Superwash Wool (50%),Alpaca (25%),Viscose (25%)",3.75mm(5 US)(9 UK),"23-24 sts / 10 cm (4"")",100g; 350m (383 yds)
Jody Long,Alba Aran,Heavy Worsted,Nubby / Tweedy,"Merino Wool (50%),Alpaca (25%),Viscose (25%)",5.5mm(9 US)(5 UK),"16 sts / 10 cm (4"")",100g; 160m (175 yds)
Jody Long,Alpamayo,Worsted / Medium,S on S plied,"Baby Alpaca (50%),Organic Cotton (50%)",4mm(6 US)(8 UK),"20 sts / 10 cm (4"")",100g; 174m (190 yds)
Jody Long,Andeamo,Super Bulky / Super Chunky,2 ply,"Highland Wool (85%),Superfine Alpaca (15%)",10mm(15 US)(000 UK),"9-10 sts / 10 cm (4"")",200g; 160m (175 yds)
Jody Long,Andeamo Lite,Aran / Medium,2 ply,"Highland Wool (85%),Superfine Alpaca (15%)",5mm(8 US)(6 UK),"16-20 sts / 10 cm (4"")",200g; 400m (437 yds)
Jody Long,Andeamo Twist,Super Bulky / Super Chunky,2 ply,"Highland Wool (85%),Superfine Alpaca (15%)",10mm(15 US)(000 UK),"9-10 sts / 10 cm (4"")",200g; 160m (175 yds)
Jody Long,Artesano,DK / Light,Nubby / Tweedy,"Corriedale Wool (52%),Alpaca (35%),Silk (10%),Viscose (3%)",4mm(6 US)(8 UK),"20-22 sts / 10 cm (4"")",100g; 250m (273 yds)
Jody Long,Ciao,DK / Light,S on S plied,Merino Superwash Wool (100%),3.75mm(5 US)(9 UK)4.5mm(7 US)(7 UK),"21-24 sts / 10 cm (4"")",50g; 105m (115 yds)
Jody Long,Coastline,Heavy Worsted,Filled tube,"Cotton (33%),Viscose (28%),Nylon (27%),Linen Viscose (12%)",5.5mm(9 US)(5 UK),"17 sts / 10 cm (4"")",100g; 200m (219 yds)
Jody Long,Cottontails,Aran / Medium,Blown / Fiber-filled net,Cotton (100%),5mm(8 US)(6 UK),"18 sts / 10 cm (4"")",75g; 150m (164 yds)
Jody Long,Flora,Sport / Fine,Plied (3 or more plies),Cotton (100%),3.25mm(3 US)(10 UK),"24 sts / 10 cm (4"")",100g; 270m (295 yds)
Jody Long,Lino Moda,Worsted / Medium,Plied (3 or more plies),"Cotton (50%),Linen (50%)",3.75mm(5 US)(9 UK),"21 sts / 10 cm (4"")",75g; 125m (137 yds)
Jody Long,My Little Sunshine,Sport / Fine,S on S plied,"Organic Cotton (60%),Acrylic (40%)",3.25mm(3 US)(10 UK),"25 sts / 10 cm (4"")",100g; 329m (360 yds)
Jody Long,Rovesoft,Heavy Worsted,Single ply,"Alpaca (50%),Acrylic (45%),Highland Wool (5%)",5.5mm(9 US)(5 UK),"16-17 sts / 10 cm (4"")",100g; 180m (197 yds)
Jody Long,Summer Delight,DK / Light,Plied (3 or more plies),"Organic Cotton (90%),Cashmere (10%)",3.75mm(5 US)(9 UK),"21 sts / 10 cm (4"")",100g; 231m (253 yds)
John Arbon Textiles,Alpaca Supreme,Sport / Fine,Plied with a soft haze,"Falklands Wool (40%),Superfine Alpaca (40%),Mulberry Silk (20%)",3.25mm(3 US)(10 UK),"22-28 sts / 10 cm (4"")",100g; 333m (364 yds)
John Arbon Textiles,Appledore,DK / Light,2 ply,"Devon Closewool Wool (40%),Romney Wool (40%),Exmoor Blueface Wool (20%)",3.75mm(5 US)(9 UK)5mm(8 US)(6 UK),"20-24 sts / 10 cm (4"")",100g; 250m (273 yds)
John Arbon Textiles,Devonia 4-ply,Fingering / 4-ply / Super Fine,Plied with a woolly haze,"Exmoor Blueface Wool (50%),Blue Faced Leicester Wool (30%),Wensleydale Wool (20%)",2mm(0 US)(14 UK)3mm(2.5 US)(11 UK),"28 sts / 10 cm (4"")",100g; 388m (424 yds)
John Arbon Textiles,Devonia DK,DK / Light,Plied with a woolly haze,"Exmoor Blueface Wool (50%),Blue Faced Leicester Wool (30%),Wensleydale Wool (20%)",3.5mm(4 US)( UK)4mm(6 US)(8 UK),"22 sts / 10 cm (4"")",100g; 233m (255 yds)
John Arbon Textiles,Exmoor Sock Yarn,Fingering / 4-ply / Super Fine,Plied (3 or more plies),"Exmoor Blueface Wool (60%),Corriedale Wool (20%),Nylon (10%),Zwartbles Wool (10%)",2.25mm(1 US)(13 UK)3.25mm(3 US)(10 UK),"28-32 sts / 10 cm (4"")",50g; 200m (219 yds)
John Arbon Textiles,Yarnadelic,Sport / Fine,Plied (3 or more plies),Corriedale Wool (100%),3mm(2.5 US)(11 UK)4.5mm(7 US)(7 UK),"23-26 sts / 10 cm (4"")",100g; 333m (364 yds)
John Arbon Textiles,Zwartbles,DK / Light,Plied with a woolly haze,"Zwartbles Wool (60%),Exmoor Blueface Wool (40%)",4mm(6 US)(8 UK),"20-22 sts / 10 cm (4"")",100g; 250m (273 yds)
Julie Asselin,Fino,Fingering / 4-ply / Super Fine,Plied (3 or more plies),"Merino Wool (75%),Cashmere (15%),Silk (10%)",2.75mm(2 US)(12 UK),"28 sts / 10 cm (4"")",115g; 370m (405 yds)
Julie Asselin,Fino Simple,Fingering / 4-ply / Super Fine,Single ply,"Merino Wool (75%),Cashmere (15%),Silk (10%)",2.75mm(2 US)(12 UK),"28 sts / 10 cm (4"")",115g; 370m (405 yds)
Julie Asselin,Hektos,Aran / Medium,Plied (3 or more plies),"Merino Wool (75%),Cashmere (15%),Silk (10%)",5mm(8 US)(6 UK),"16-20 sts / 10 cm (4"")",115g; 185m (202 yds)
Julie Asselin,Leizu DK,DK / Light,Plied with a tight twist,"Merino Superwash Wool (90%),Silk (10%)",4mm(6 US)(8 UK),"20-24 sts / 10 cm (4"")",115g; 238m (260 yds)
Julie Asselin,Merletto,Lace,Plied (3 or more plies),"Merino Wool (75%),Cashmere (15%),Silk (10%)",2.25mm(1 US)(13 UK)3mm(2.5 US)(11 UK),"24-32 sts / 10 cm (4"")",115g; 740m (809 yds)
Julie Asselin,Nanos,Fingering / 4-ply / Super Fine,Plied (3 or more plies),"Merino Wool (70%),Cashmere (20%),Nylon (10%)",2.25mm(1 US)(13 UK)2.5mm(1.5 US)( UK),"28-32 sts / 10 cm (4"")",115g; 370m (405 yds)
Julie Asselin,Nurtured,Aran / Medium,Plied (woolen-spun),"Merino Wool (34%),Rambouillet Wool (33%),Targhee Wool (33%)",4mm(6 US)(8 UK)5mm(8 US)(6 UK),"16-20 sts / 10 cm (4"")",56g; 118m (129 yds)
Julie Asselin,Piccolo,Fingering / 4-ply / Super Fine,Plied (3 or more plies),"Merino Superwash Wool (80%),Nylon (20%)",2.25mm(1 US)(13 UK)2.5mm(1.5 US)( UK),"28-32 sts / 10 cm (4"")",115g; 385m (421 yds)
Junghans Wolle,Freizeit 4-ply,Fingering / 4-ply / Super Fine,Plied (3 or more plies),"Wool (75%),Nylon (25%)",2.5mm(1.5 US)( UK)3mm(2.5 US)(11 UK),"28-30 sts / 10 cm (4"")",50g; 209m (229 yds)
Junghans Wolle,Poco,Aran / Medium,Plied (3 or more plies),Acrylic (100%),4mm(6 US)(8 UK)5mm(8 US)(6 UK),"17-19 sts / 10 cm (4"")",50g; 140m (153 yds)
Junghans Wolle,Scala,Bulky / Chunky,Plied with a soft haze,"Wool (53%),Nylon (47%)",5mm(8 US)(6 UK)6mm(10 US)(4 UK),"15-17 sts / 10 cm (4"")",50g; 135m (148 yds)
Juno Fibre Arts,Alice,Fingering / 4-ply / Super Fine,Plied (3 or more plies),"Alpaca (70%),Silk (20%),Cashmere (10%)",(Varies),(Unknown),100g; 400m (437 yds)
Juno Fibre Arts,Alice Lace,Lace,Plied (3 or more plies),"Alpaca (70%),Silk (20%),Cashmere (10%)",(Varies),(Varies),100g; 800m (875 yds)
Juno Fibre Arts,Buffy Sock,Fingering / 4-ply / Super Fine,Plied (3 or more plies),Blue Faced Leicester Superwash Wool (100%),(Varies),(Unknown),100g; 400m (437 yds)
K+C,Alpaca,Super Bulky / Super Chunky,Plied with a soft haze,"Acrylic (80%),Alpaca (20%)",10mm(15 US)(000 UK),"9 sts / 10 cm (4"")",170g; 119m (130 yds)
K+C,Alpine,Super Bulky / Super Chunky,2 ply,"Superwash Wool (80%),Polyester (20%)",9mm(13 US)(00 UK),"8 sts / 10 cm (4"") and 12 rows",200g; 100m (109 yds)
K+C,Cozy,Super Bulky / Super Chunky,Single ply,"Acrylic (50%),Superwash Wool (50%)",9mm(13 US)(00 UK)10mm(15 US)(000 UK),"9 sts / 10 cm (4"") and 12 rows",200g; 80m (87 yds)
K+C,Cozy Fleck,Super Bulky / Super Chunky,Single ply,"Superwash Wool (50%),Acrylic (45%),Viscose (5%)",10mm(15 US)(000 UK),"9 sts / 10 cm (4"") and 12 rows",200g; 80m (87 yds)
K+C,Craft Roving,Bulky / Chunky,Single ply,Wool (100%),6mm(10 US)(4 UK),"15 sts / 10 cm (4"")",100g; 105m (115 yds)
K+C,Essential Cotton,Worsted / Medium,Plied (3 or more plies),Cotton (100%),4.5mm(7 US)(7 UK)5mm(8 US)(6 UK),"20 sts / 10 cm (4"")",100g; 164m (179 yds)
K+C,Hand Dyed Superfine Merino Wool Natural,Worsted / Medium,S on S plied,Merino Superwash Wool (100%),4.5mm(7 US)(7 UK),"20 sts / 10 cm (4"")",100g; 220m (241 yds)
K+C,Hand-Dyed Cotton,Fingering / 4-ply / Super Fine,Plied (3 or more plies),Cotton (100%),3mm(2.5 US)(11 UK),"30 sts / 10 cm (4"") and 38 rows",100g; 432m (472 yds)
K+C,Merino Hand-Dyed Wool,Fingering / 4-ply / Super Fine,Plied (3 or more plies),"Merino Superwash Wool (75%),Nylon (25%)",3mm(2.5 US)(11 UK),"28 sts / 10 cm (4"")",100g; 450m (492 yds)
Kampes,1-trådigt ullgarn,Lace,Single ply,Wool (100%),(Varies),(Varies),100g; 600m (656 yds)
Kampes,2-trådigt Plädgarn,Sport / Fine,2 ply,Wool (100%),3mm(2.5 US)(11 UK)4.5mm(7 US)(7 UK),"23-28 sts / 10 cm (4"")",100g; 300m (328 yds)
Kampes,2-trådigt ullgarn,Sport / Fine,2 ply,Wool (100%),(Varies),(Unknown),100g; 300m (328 yds)
Karin Oberg,Kalinka,Fingering / 4-ply / Super Fine,Plied (3 or more plies),Linen (100%),3mm(2.5 US)(11 UK)4mm(6 US)(8 UK),"28 sts / 10 cm (4"")",100g; 320m (350 yds)
Kate Davies Designs,Ooskit,DK / Light,Plied (3 or more plies),Wool (100%),3.25mm(3 US)(10 UK)4mm(6 US)(8 UK),(Unknown),100g; 220m (241 yds)
Kate Davies Designs,Schiehallion,DK / Light,2 ply,"Corriedale Wool (70%),Cheviot Wool (30%)",3.25mm(3 US)(10 UK)4mm(6 US)(8 UK),(Unknown),50g; 110m (120 yds)
Kelbourne Woolens,Andorra,Sport / Fine,Plied with a soft haze,"Merino Wool (60%),Highland Wool (20%),Mohair (20%)",2.75mm(2 US)(12 UK)3.5mm(4 US)( UK),"22-26 sts / 10 cm (4"")",50g; 169m (185 yds)
Kelbourne Woolens,Camper,Fingering / 4-ply / Super Fine,2 ply,Wool (100%),2.25mm(1 US)(13 UK)3.25mm(3 US)(10 UK),"26-30 sts / 10 cm (4"")",50g; 182m (199 yds)
Kelbourne Woolens,Cricket,Sport / Fine,Nubby / Tweedy,Merino Wool (100%),2.75mm(2 US)(12 UK)3.5mm(4 US)( UK),"22-26 sts / 10 cm (4"")",100g; 380m (416 yds)
Kelbourne Woolens,Germantown,Aran / Medium,Plied (3 or more plies),Wool (100%),4.5mm(7 US)(7 UK)5mm(8 US)(6 UK),"16-20 sts / 10 cm (4"")",100g; 201m (220 yds)
Kelbourne Woolens,Germantown Bulky,Super Bulky / Super Chunky,Plied (3 or more plies),Wool (100%),5.5mm(9 US)(5 UK)8mm(11 US)(0 UK),"11-13 sts / 10 cm (4"")",100g; 112m (122 yds)
Kelbourne Woolens,Lucky Tweed,Aran / Medium,Nubby / Tweedy,Merino Wool (100%),4.5mm(7 US)(7 UK)5mm(8 US)(6 UK),"16-18 sts / 10 cm (4"")",100g; 192m (210 yds)
Kelbourne Woolens,Mojave,Sport / Fine,Crepe / Cable-plied,"Cotton (60%),Linen (40%)",3.5mm(4 US)( UK)4mm(6 US)(8 UK),"22-24 sts / 10 cm (4"")",50g; 169m (185 yds)
Kelbourne Woolens,Perennial,Light Fingering,Plied with a soft haze,"Merino Superwash Wool (60%),Alpaca (25%),Nylon (15%)",2.25mm(1 US)(13 UK)3.25mm(3 US)(10 UK),"28-36 sts / 10 cm (4"")",100g; 454m (497 yds)
Kelbourne Woolens,Scout,DK / Light,2 ply,Wool (100%),3.75mm(5 US)(9 UK)4.5mm(7 US)(7 UK),"20-22 sts / 10 cm (4"")",100g; 250m (273 yds)
Kelbourne Woolens,Skipper,Sport / Fine,Plied (3 or more plies),Cotton (100%),2.75mm(2 US)(12 UK)3.5mm(4 US)( UK),"22-26 sts / 10 cm (4"")",50g; 125m (137 yds)
Kenyarn,Aurora Fingering,Fingering / 4-ply / Super Fine,2 ply,"Merino Superwash Wool (80%),Nylon (20%)",2.25mm(1 US)(13 UK)3.25mm(3 US)(10 UK),"27-32 sts / 10 cm (4"")",100g; 366m (400 yds)
Kerry Woollen Mills,Aran Wool,Aran / Medium,Plied (3 or more plies),Wool (100%),(Varies),"18 sts / 10 cm (4"") and 26 rows",200g; 320m (350 yds)
Kettle Yarn Co,Beyul,Fingering / 4-ply / Super Fine,Plied (3 or more plies),"Merino Superwash Wool (60%),Silk (20%),Yak (20%)",2.75mm(2 US)(12 UK)5mm(8 US)(6 UK),"28 sts / 10 cm (4"")",100g; 366m (400 yds)
Kettle Yarn Co,Beyul DK,DK / Light,Plied (3 or more plies),"Merino Superwash Wool (60%),Silk (20%),Yak (20%)",(Varies),"20-21 sts / 10 cm (4"")",100g; 212m (232 yds)
Kettle Yarn Co,Islington,Fingering / 4-ply / Super Fine,Plied (3 or more plies),"Blue Faced Leicester Superwash Wool (55%),Silk (45%)",2.25mm(1 US)(13 UK)3.5mm(4 US)( UK),"27-32 sts / 10 cm (4"")",100g; 400m (437 yds)
Kettle Yarn Co,Islington DK,DK / Light,Plied (3 or more plies),"Blue Faced Leicester Superwash Wool (55%),Silk (45%)",(Varies),(Unknown),100g; 212m (232 yds)
Kirkton House,Craft Aran Knitting,Aran / Medium,Nubby / Tweedy,Acrylic (100%),5mm(8 US)(6 UK),"18 sts / 10 cm (4"")",400g
Kirkton House,Craft Double Knitting,DK / Light,Plied (3 or more plies),Acrylic (100%),4mm(6 US)(8 UK),(Unknown),100g; 320m (350 yds)
Kirov Yarn Mills,Camomile / Ромашка,Fingering / 4-ply / Super Fine,Plied (3 or more plies),Cotton (100%),2mm(0 US)(14 UK)2.75mm(2 US)(12 UK),"28 sts / 10 cm (4"")",75g; 320m (350 yds)
Kirov Yarn Mills,Iris / Ирис,Thread,Crochet thread,Cotton (100%),1.75mm(00 US)( UK)2.75mm(2 US)(12 UK),"34 sts / 10 cm (4"")",25g; 150m (164 yds)
Knit Collage,Cast Away,Bulky / Chunky,Slubby / Thick and thin,"Wool (99%),Metallic (1%)",8mm(11 US)(0 UK)10mm(15 US)(000 UK),"12-16 sts / 10 cm (4"")",125g; 62m (68 yds)
Knit Collage,Daisy Chain,Bulky / Chunky,Dotted with flowers,"Wool (99%),Metallic (1%)",8mm(11 US)(0 UK)10mm(15 US)(000 UK),"14 sts / 10 cm (4"")",125g; 55m (60 yds)
Knit Collage,Dreamland,Super Bulky / Super Chunky,Dotted with flowers,"Wool (90%),Synthetic (8%),Mohair (2%)",10mm(15 US)(000 UK)15mm(18 US)( UK),"10 sts / 10 cm (4"")",125g; 32m (35 yds)
Knit Collage,Pixie Dust,Super Bulky / Super Chunky,Slubby / Thick and thin,"Wool (97%),Mohair (2%),Metallic (1%)",12.75mm( US)( UK)25mm(50 US)( UK),"4-6 sts / 10 cm (4"")",145g; 32m (35 yds)
Knit Collage,Sister,Super Bulky / Super Chunky,Slubby / Thick and thin,Wool (100%),8mm(11 US)(0 UK)12mm(17 US)( UK),"10 sts / 10 cm (4"")",215g; 91m (100 yds)
Knit Collage,Spun Cloud,Bulky / Chunky,Slubby / Thick and thin,"Wool (99%),Metallic (1%)",8mm(11 US)(0 UK)12mm(17 US)( UK),"14 sts / 10 cm (4"")",200g; 91m (100 yds)
Knit Collage,Wanderlust,Jumbo / Without needles,Single ply,Wool (100%),20mm(36 US)( UK)25mm(50 US)( UK),"7 sts / 10 cm (4"")",200g; 27m (30 yds)
Knit Collage,Wildflower,Super Bulky / Super Chunky,Rag ribbon,Cotton (100%),8mm(11 US)(0 UK)15mm(18 US)( UK),"14 sts / 10 cm (4"")",100g; 55m (60 yds)
Knitcircus,Breathtaking,Fingering / 4-ply / Super Fine,Plied (3 or more plies),Blue Faced Leicester Superwash Wool (100%),2.25mm(1 US)(13 UK)3.25mm(3 US)(10 UK),"24-32 sts / 10 cm (4"")",100g; 375m (410 yds)
Knitcircus,Divine,DK / Light,Plied (3 or more plies),Merino Superwash Wool (100%),3.25mm(3 US)(10 UK)4mm(6 US)(8 UK),"20-22 sts / 10 cm (4"")",(Varies)
Knitcircus,Greatest of Ease,Fingering / 4-ply / Super Fine,Plied (3 or more plies),"Merino Superwash Wool (80%),Nylon (20%)",3.25mm(3 US)(10 UK)4mm(6 US)(8 UK),"28 sts / 10 cm (4"")",(Varies)
Knitcircus,Opulence,Fingering / 4-ply / Super Fine,Plied (3 or more plies),"Merino Superwash Wool (80%),Cashmere (10%),Nylon (10%)",2.25mm(1 US)(13 UK)3.25mm(3 US)(10 UK),"24-32 sts / 10 cm (4"")",(Varies)
Knitcircus,Parasol,Fingering / 4-ply / Super Fine,Plied (3 or more plies),"Merino Wool (70%),Mulberry Silk (30%)",2.25mm(1 US)(13 UK)3.25mm(3 US)(10 UK),"24-32 sts / 10 cm (4"")",(Varies)
Knitcircus,Ringmaster,Aran / Medium,Plied (3 or more plies),Merino Superwash Wool (100%),4.5mm(7 US)(7 UK)5.5mm(9 US)(5 UK),"16-20 sts / 10 cm (4"")",(Varies)
Knitcircus,Trampoline,Fingering / 4-ply / Super Fine,Plied (3 or more plies),Merino Superwash Wool (100%),2.25mm(1 US)(13 UK)3.25mm(3 US)(10 UK),"24-32 sts / 10 cm (4"")",(Varies)
Knitcircus,Tremendous,Bulky / Chunky,Plied (3 or more plies),Merino Superwash Wool (100%),(Varies),(Unknown),100g; 123m (135 yds)
Knitca,Wavy,Worsted / Medium,Single ply wrapped with fine thread,Cotton (100%),4mm(6 US)(8 UK)5.5mm(9 US)(5 UK),"16-22 sts / 10 cm (4"")",50g; 85m (93 yds)
Knitca,Woolly Warmth,Worsted / Medium,Plied (3 or more plies),Wool (100%),4.5mm(7 US)(7 UK),"19 sts / 10 cm (4"") and 23 rows",50g; 100m (109 yds)
Knitted Wit,Victory Sock,Fingering / 4-ply / Super Fine,Plied (3 or more plies),"Merino Superwash Wool (80%),Nylon (20%)",2.25mm(1 US)(13 UK)3.25mm(3 US)(10 UK),"28-32 sts / 10 cm (4"")",113g; 384m (420 yds)
Knitterly Things,Vesper Sock 80/20 SW Merino & Nylon 2-ply,Fingering / 4-ply / Super Fine,2 ply,"Superwash Wool (80%),Nylon (20%)",2.25mm(1 US)(13 UK)3.25mm(3 US)(10 UK),"28-32 sts / 10 cm (4"")",100g; 366m (400 yds)
Knitters Brewing Company,Sock-aholic Brewski,Worsted / Medium,Plied (3 or more plies),Merino Superwash Wool (100%),3.75mm(5 US)(9 UK)4.5mm(7 US)(7 UK),"20 sts / 10 cm (4"")",100g; 174m (190 yds)
