brand_name,yarn_name,texture,weight,fiber_type_1,fiber_type_2,fiber_type_3,fiber_type_4,fiber_type_5,fiber_qty_1,fiber_qty_2,fiber_qty_3,fiber_qty_4,fiber_qty_5,needles,gauge_sts,gauge_rows,ball_weight_g,ball_size_m
Lamana,Como,Plied (3 or more plies),DK,Merino,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,3.5mm,22 sts, 34 rows,25, 125
Lamana,Como Grande,Plied (3 or more plies),Aran,Merino,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,4.5mm,16 sts, 24 rows,50, 120
Lamana,Como Grande Tweed,Nubby / Tweedy,Aran,Merino,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,4.5mm,16 sts, 24 rows,50, 120
Lamana,Como Tweed,Nubby / Tweedy,Sport,Merino,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,4.5mm,28 sts, 34 rows,25, 120
Lamana,Cosma,S on S plied,DK,Cotton,Modal,NaN,NaN,NaN,60,40,NaN,NaN,NaN,5mm,22 sts, 30 rows,50, 100
Lamana,Cusco,Plied (3 or more plies),DK,Baby,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,4mm,21 sts, 28 rows,50, 85
Lamana,Cusi,Fuzzy / Fluffy,DK,Alpaca,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,3mm,22 sts, 30 rows,50, 225
Lamana,Ica,Crepe / Cable-plied,Aran,Cotton,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,5mm,19 sts, 26 rows,50, 80
Lamana,Lima,Plied (3 or more plies),Fingering,Merino,Baby,Silk,NaN,NaN,50,25,25,NaN,NaN,2.5mm,NaN,NaN,50, 200
Lamana,Merida,Plied (3 or more plies),Fingering,Merino,Nylon,Silk,NaN,NaN,50,25,25,NaN,NaN,2.5mm,30 sts, 42 rows,50, 200
Lamana,Milano,2 ply,Fingering,Merino,Cashmere,NaN,NaN,NaN,90,10,NaN,NaN,NaN,2.5mm,30 sts, 40 rows,25, 180
Lamana,Modena,Plied with a soft haze,Fingering,Merino,Cashmere,NaN,NaN,NaN,70,30,NaN,NaN,NaN,2mm,30 sts,NaN,25, 335
Lamana,Nazca,Plied (3 or more plies),Super Bulky,Alpaca,Merino,Nylon,NaN,NaN,40,40,20,NaN,NaN,7mm,13 sts, 20 rows,50, 50
Lamana,Perla,S on S plied,DK,Cotton,Alpaca,Silk,NaN,NaN,60,25,15,NaN,NaN,5mm,23 sts, 30 rows,50, 115
Lamana,Piura,2 ply,Lace,Baby,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,2mm,36 sts, 52 rows,50, 400
Lamana,Premia,Brushed bouclé (fuzzy / fluffy),Lace,Superkid,Silk,NaN,NaN,NaN,60,40,NaN,NaN,NaN,3mm,22 sts, 30 rows,25, 300
Lamana,Puno,Crepe / Cable-plied,Bulky,Alpaca,Merino,NaN,NaN,NaN,60,40,NaN,NaN,NaN,6mm,15 sts, 22 rows,50, 60
Lamana,Verona,Plied (3 or more plies),Light Fingering,Merino,Silk,Cashmere,NaN,NaN,50,30,20,NaN,NaN,2.75mm,NaN,NaN,25, 180
Lammy Yarns,Angela,Plied with a soft haze,Fingering,Acrylic,Wool,NaN,NaN,NaN,80,20,NaN,NaN,NaN,3mm,24 sts, 32 rows,100, 500
Lammy Yarns,Baby Soft,Plied (3 or more plies),Sport,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,3mm,27 sts, 32 rows,50, 190
Lammy Yarns,Canada,Plied (3 or more plies),Aran,Acrylic,Wool,NaN,NaN,NaN,60,40,NaN,NaN,NaN,4mm,18 sts,NaN,50, 85
Lammy Yarns,Coton Crochet No. 10,Size 10 Crochet thread,Thread,Mercerized,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,2mm,NaN,NaN,50, 280
Lammy Yarns,Cotton 8/4,Plied (3 or more plies),Sport,Cotton,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,2.5mm,26 sts,NaN,50, 175
Lammy Yarns,Lurex,Metallic chainette,Fingering,Polyester,Metallic,NaN,NaN,NaN,99,1,NaN,NaN,NaN,3.5mm,30 sts, 36 rows,25, 160
Lammy Yarns,Rio,Plied (3 or more plies),DK,Mercerized,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,3mm,23 sts,NaN,50, 125
Lammy Yarns,Running,Plied (3 or more plies),Fingering,Wool,Nylon,NaN,NaN,NaN,75,25,NaN,NaN,NaN,2.5mm,30 sts,NaN,50, 210
Lammy Yarns,Running 4,Plied (3 or more plies),Sport,Wool,Nylon,NaN,NaN,NaN,70,30,NaN,NaN,NaN,3mm,26 sts, 34 rows,50, 150
Lammy Yarns,Soft Sensation,Brushed bouclé (fuzzy / fluffy),Lace,Acrylic,Polyester,NaN,NaN,NaN,76,24,NaN,NaN,NaN,4.5mm,NaN,NaN,25, 200
Lammy Yarns,Standard No. 1,Plied (3 or more plies),DK,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,3.5mm,22 sts,NaN,50, 150
Lana Gatto,Avoriaz,Single ply,Sport,Merino,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,4mm,24 sts,NaN,100, 259
Lana Gatto,Baby Mignon,Plied (3 or more plies),Lace,Merino,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,2.5mm,NaN,NaN,25, 140
Lana Gatto,Baby Soft,S on S plied,Sport,Merino,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,4mm,24 sts, 31 rows,50, 170
Lana Gatto,Camel Hair,Plied (3 or more plies),Aran,Merino,Camel,NaN,NaN,NaN,60,40,NaN,NaN,NaN,4mm,18 sts,NaN,50, 124
Lana Gatto,Candy,Chained,Sport,Viscose,Metallic,NaN,NaN,NaN,80,20,NaN,NaN,NaN,4mm,24 sts,NaN,100, 380
Lana Gatto,Cookie,Wrap around inner core,Fingering,Cotton,Nylon,Metallic,NaN,NaN,85,11,4,NaN,NaN,2.75mm,28 sts,NaN,50, 350
Lana Gatto,Merinocot,S on S plied,DK,Merino,Cotton,NaN,NaN,NaN,53,47,NaN,NaN,NaN,4mm,21 sts, 25 rows,50, 125
Lana Gatto,Mohair Royal,Brushed bouclé (fuzzy / fluffy),Lace,Mohair,Nylon,NaN,NaN,NaN,80,20,NaN,NaN,NaN,2mm,41 sts,NaN,25, 215
Lana Gatto,New Glitter,Metallic chainette,Lace,Metallic,Nylon,NaN,NaN,NaN,51,49,NaN,NaN,NaN,2.75mm,30 sts,NaN,25, 300
Lana Gatto,Perlata d'Australia,Plied (3 or more plies),Light Fingering,Merino,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,2.5mm,32 sts,NaN,50, 233
Lana Gatto,Silk Mohair,Brushed bouclé (fuzzy / fluffy),Lace,Superkid,Silk,NaN,NaN,NaN,75,25,NaN,NaN,NaN,2.75mm,34 sts,NaN,25, 212
Lana Gatto,Surf,Bouclé,DK,Cotton,Nylon,NaN,NaN,NaN,69,31,NaN,NaN,NaN,4mm,22 sts,NaN,50, 120
Lana Gatto,Zenzero,Single ply,Bulky,Acrylic,Wool,Alpaca,Silk,Viscose,51,27,10,10,2,6mm,14 sts,NaN,50, 89
Lanas Stop,Extra Merino,Plied (3 or more plies),DK,Merino,Acrylic,NaN,NaN,NaN,52,48,NaN,NaN,NaN,3.5mm,23 sts,NaN,100, 240
Lanas Stop,Top Merino,Plied (3 or more plies),Bulky,Merino,Acrylic,NaN,NaN,NaN,52,48,NaN,NaN,NaN,5.5mm,13 sts,NaN,100, 125
Lane Cervinia,Calzetteria,Plied (3 or more plies),Sport,Superwash,Nylon,NaN,NaN,NaN,70,30,NaN,NaN,NaN,3mm,28 sts,NaN,50, 148
Lane Cervinia,Caprice,Plied (3 or more plies),DK,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,3mm,22 sts,NaN,50, 133
Lane Cervinia,Forever,Plied (3 or more plies),Fingering,Merino,Nylon,NaN,NaN,NaN,75,25,NaN,NaN,NaN,2.25mm,28 sts,NaN,50, 210
Lane Cervinia,Le Fibre Nobili Merino Superfine,Plied (3 or more plies),Sport,Merino,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,3.5mm,25 sts,NaN,50, 159
Lane Cervinia,Le Fibre Nobili Super Tajmahal,Plied (3 or more plies),Worsted,Merino,Silk,Cashmere,NaN,NaN,70,22,8,NaN,NaN,4.5mm,22 sts,NaN,50, 116
Lane Cervinia,Perlina,Plied with a tight twist,Fingering,Merino,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,3.25mm,28 sts,NaN,50, 228
Lane Cervinia,Strømpegarn,Plied (3 or more plies),Fingering,Superwash,Nylon,NaN,NaN,NaN,70,30,NaN,NaN,NaN,2mm,28 sts,NaN,50, 150
Lanivendole,A Chic Blend,2 ply,Fingering,Wool,Alpaca,Mohair,NaN,NaN,60,20,20,NaN,NaN,3.25mm,28 sts,NaN,50, 225
Lanivendole,A Heavenly Blend,2 ply,Fingering,Wool,Alpaca,Cashmere,NaN,NaN,50,25,25,NaN,NaN,3.25mm,28 sts,NaN,50, 225
Lanivendole,Aestiva,2 ply,Light Fingering,Wool,Linen,NaN,NaN,NaN,70,30,NaN,NaN,NaN,2.5mm,NaN,NaN,50, 300
Lankamaailma,Ville Viking,Plied (3 or more plies),Worsted,Wool,Nylon,NaN,NaN,NaN,75,25,NaN,NaN,NaN,4mm,20 sts,NaN,150, 300
Lanoso,Alpacana,Plied (3 or more plies),Bulky,Acrylic,Superwash,Alpaca,NaN,NaN,40,35,25,NaN,NaN,6mm,13 sts,NaN,100, 130
Lanoso,Alpacana Super Fine,Plied (3 or more plies),Fingering,Acrylic,Superwash,Alpaca,NaN,NaN,40,35,25,NaN,NaN,NaN,NaN,NaN,100, 375
Laughing Yaffle,Sock,Plied (3 or more plies),Fingering,Wool,Nylon,NaN,NaN,NaN,80,20,NaN,NaN,NaN,2.25mm,32 sts,NaN,100, 421
Lauren Aston Designs,Super Chunky Yarn,Single ply,Super Bulky,Merino,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,10mm,12 sts,NaN,200, 130
Leo & Roxy Yarn Co,80/20 Sock (new 2022),Plied (3 or more plies),Fingering,Merino,Nylon,NaN,NaN,NaN,80,20,NaN,NaN,NaN,2mm,32 sts,NaN,100, 400
Leo & Roxy Yarn Co,Basics 75/25 Sock,Plied (3 or more plies),Fingering,Merino,Nylon,NaN,NaN,NaN,75,25,NaN,NaN,NaN,2mm,32 sts,NaN,100, 425
Leo & Roxy Yarn Co,Old 80/20 Sock,Plied (3 or more plies),Fingering,Merino,Nylon,NaN,NaN,NaN,80,20,NaN,NaN,NaN,2mm,32 sts,NaN,113, 384
Less Traveled Yarn,757 Sock,Plied (3 or more plies),Light Fingering,Merino,Nylon,NaN,NaN,NaN,75,25,NaN,NaN,NaN,2mm,32 sts,NaN,100, 423
Less Traveled Yarn,Sparkle Sock,2 ply,Fingering,Merino,Nylon,Metallic,NaN,NaN,75,20,5,NaN,NaN,2.25mm,28 sts,NaN,100, 401
Less Traveled Yarn,Sport,Plied (3 or more plies),Sport,Merino,Nylon,NaN,NaN,NaN,80,20,NaN,NaN,NaN,3.5mm,24 sts,NaN,100, 300
Less Traveled Yarn,Tweed Me DK,Nubby / Tweedy,DK,Merino,Viscose,NaN,NaN,NaN,85,15,NaN,NaN,NaN,3.75mm,22 sts,NaN,100, 211
Less Traveled Yarn,Worsted,Plied (3 or more plies),Worsted,Merino,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,4.5mm,20 sts,NaN,100, 199
Life In The Long Grass,DK Twist,Plied (3 or more plies),DK,Merino,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,3.25mm,22 sts,NaN,115, 230
Life In The Long Grass,Fine Sock,Plied (3 or more plies),Light Fingering,Merino,Nylon,NaN,NaN,NaN,75,25,NaN,NaN,NaN,NaN,32 sts,NaN,100, 425
Life In The Long Grass,Singles,Single ply,Fingering,Merino,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,2.75mm,28 sts,NaN,100, 366
Life In The Long Grass,Twist Sock,Plied (3 or more plies),Fingering,Merino,Nylon,NaN,NaN,NaN,80,20,NaN,NaN,NaN,2.75mm,28 sts,NaN,100, 365
Lily Kate Makes,Axis,Plied with a soft haze,Aran,Merino,Alpaca,NaN,NaN,NaN,90,10,NaN,NaN,NaN,5mm,18 sts,NaN,50, 100
Living Dreams Yarn,Summer Breeze,Slubby / Thick and thin,Bulky,Organic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,5.5mm,14 sts, 22 rows,100, 100
Loftyfiber,Euroflax Sport Weight,Plied with a fibrous haze,Sport,Linen,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,2.75mm,24 sts,NaN,100, 246
Lolabean Yarn Co,Bean Sprout,Plied (3 or more plies),Fingering,Merino,Nylon,NaN,NaN,NaN,80,20,NaN,NaN,NaN,2.5mm,28 sts,NaN,100, 366
Lolabean Yarn Co,String Bean,Plied (3 or more plies),Light Fingering,Merino,Nylon,NaN,NaN,NaN,75,25,NaN,NaN,NaN,2mm,32 sts,NaN,100, 423
Lollipop Yarn,Quintessential,Plied (3 or more plies),Fingering,Merino,Nylon,NaN,NaN,NaN,80,20,NaN,NaN,NaN,2mm,32 sts,NaN,100, 375
Lollipop Yarn,Traditional Sock,Plied (3 or more plies),Fingering,Wool,Nylon,NaN,NaN,NaN,75,25,NaN,NaN,NaN,2mm,32 sts,NaN,100, 389
Lolo Did It,Everyday Sock,Plied (3 or more plies),Light Fingering,Merino,Nylon,NaN,NaN,NaN,75,25,NaN,NaN,NaN,2.25mm,36 sts,NaN,100, 423
Lolo Did It,Plush Sock,Plied (3 or more plies),Fingering,Merino,Nylon,Tencel,NaN,NaN,75,15,10,NaN,NaN,2.25mm,32 sts,NaN,115, 393
Loop Yarns,Alpaca Tweed,Nubby / Tweedy,Aran,Alpaca,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,5mm,18 sts, 25 rows,100, 160
Loops & Threads,Baby Cuddles,Plied (3 or more plies),DK,Acrylic,Nylon,NaN,NaN,NaN,70,30,NaN,NaN,NaN,4mm,22 sts, 28 rows,113, 288
Loops & Threads,Baby Rainbow,Plied (3 or more plies),Aran,Polyester,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,5mm,18 sts, 24 rows,200, 460
Loops & Threads,Capri Eco Cotton,Plied (3 or more plies),Aran,Cotton,Polyester,NaN,NaN,NaN,85,15,NaN,NaN,NaN,5mm,18 sts, 24 rows,NaN,NaN
Loops & Threads,Capri Tencel,Plied (3 or more plies),DK,Tencel,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,3.75mm,21 sts, 27 rows,100, 250
Loops & Threads,Chameleon,Fuzzy chain,Worsted,Acrylic,Polyester,NaN,NaN,NaN,62,38,NaN,NaN,NaN,5mm,20 sts,NaN,200, 400
Loops & Threads,Charisma,Plied (3 or more plies),Super Bulky,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,9mm,11 sts, 16 rows,NaN,NaN
Loops & Threads,Charisma Tweed,Nubby / Tweedy,Super Bulky,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,9mm,11 sts, 16 rows,85, 85
Loops & Threads,Chenille Home,Chenille,Jumbo,Polyester,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,2.75mm,6 sts, 8 rows,250, 100
Loops & Threads,Chenille Home Slim,Chenille,Super Bulky,Polyester,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,6.5mm,8 sts, 16 rows,NaN,NaN
Loops & Threads,Cotton Colors,Plied (3 or more plies),Worsted,Cotton,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,4.5mm,20 sts, 26 rows,200, 360
Loops & Threads,Cozy Blanket,Chenille,Jumbo,Polyester,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,25mm,3 sts,NaN,300, 30
Loops & Threads,Crème Cotton,Fleecey chain,Aran,Cotton,Nylon,NaN,NaN,NaN,87,13,NaN,NaN,NaN,6.5mm,16 sts, 20 rows,200, 395
Loops & Threads,Cuddly Chenille Eco,Chenille,Jumbo,Polyester,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,2.75mm,5 sts, 7 rows,300, 99
Loops & Threads,Everyday Cotton,Plied (3 or more plies),Worsted,Cotton,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,4.5mm,20 sts,NaN,71, 109
Loops & Threads,Facets Worsted,Single ply,Worsted,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,5mm,19 sts, 24 rows,100, 255
Loops & Threads,Flecks,Bobbly,Worsted,Acrylic,Polyester,NaN,NaN,NaN,79,21,NaN,NaN,NaN,4.5mm,20 sts, 25 rows,185, 324
Loops & Threads,Heathered Tweed,Fuzzy chain,Aran,Polyester,Acrylic,Wool,NaN,NaN,66,30,4,NaN,NaN,6mm,16 sts, 19 rows,150, 382
Loops & Threads,Impeccable,Plied (3 or more plies),Aran,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,5mm,18 sts, 24 rows,NaN,NaN
Loops & Threads,Impeccable Tweed,Nubby / Tweedy,Aran,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,5mm,18 sts, 24 rows,85, 170
Loops & Threads,Impressions,2 ply,Bulky,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,6mm,15 sts, 20 rows,150, 225
Loops & Threads,Luxe Merino,Plied (3 or more plies),DK,Merino,Acrylic,NaN,NaN,NaN,55,45,NaN,NaN,NaN,3.75mm,21 sts, 27 rows,125, 312
Loops & Threads,Luxe Merino Tweed,Nubby / Tweedy,DK,Merino,Acrylic,Viscose,NaN,NaN,50,40,10,NaN,NaN,3.75mm,21 sts, 27 rows,125, 312
Loops & Threads,Royal Velvet,Chenille,Jumbo,Polyester,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,19mm,4 sts, 5 rows,250, 50
Loops & Threads,Snuggly Wuggly,Plied (3 or more plies),DK,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,4mm,22 sts,NaN,113, 329
Loops & Threads,Snuggly Wuggly Baby Sport,Plied (3 or more plies),DK,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,4mm,22 sts,NaN,142, 408
Loops & Threads,Soft & Shiny,Plied (3 or more plies),Aran,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,5.5mm,17 sts, 23 rows,170, 285
Loops & Threads,Sweet Snuggles,Chenille,Jumbo,Polyester,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,12mm,6 sts, 8 rows,250, 100
Loops & Threads,Sweet Snuggles Lite,Chenille,Super Bulky,Polyester,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,6.5mm,8 sts, 16 rows,250, 200
Loops & Threads,Twisted Tones,Single ply wrapped with fine thread,Super Bulky,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,9mm,7 sts, 7 rows,150, 75
Loops & Threads,Wild & Free,Filled tube,Jumbo,Cotton,Nylon,Polyester,NaN,NaN,49,28,23,NaN,NaN,35mm,5 sts, 2 rows,1000, 45
Loops & Threads,Woolike,Plied (3 or more plies),Light Fingering,Acrylic,Nylon,NaN,NaN,NaN,85,15,NaN,NaN,NaN,2.75mm,32 sts, 42 rows,100, 620
Loopy Mango,Big Cotton,Single ply wrapped with fine thread,Super Bulky,Cotton,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,10mm,7 sts, 10 rows,100, 44
Loopy Mango,Dream,Single ply wrapped with fine thread,Worsted,Merino,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,4.5mm,NaN,NaN,50, 100
Loopy Mango,Fluffy Alpaca,Fuzzy / Fluffy,Jumbo,Superfine,Wool,NaN,NaN,NaN,88,12,NaN,NaN,NaN,9mm,NaN,NaN,100, 45
Loopy Mango,Merino No. 5,Single ply wrapped with fine thread,Super Bulky,Merino,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,10mm,10 sts,NaN,150, 68
Loopy Mango,Mohair So Soft,Fuzzy / Fluffy,Jumbo,Merino,Mohair,NaN,NaN,NaN,53,47,NaN,NaN,NaN,9mm,7 sts, 7 rows,50, 59
Loopy Mango,Summer 100% Pure Cotton,Single ply wrapped with fine thread,Bulky,Cotton,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,6mm,14 sts,NaN,100, 82
Lotus Yarns,Autumn Wind,S on S plied,Sport,Cotton,Cashmere,NaN,NaN,NaN,90,10,NaN,NaN,NaN,3.25mm,28 sts,NaN,50, 160
Lotus Yarns,Cashmere Fingering,2 ply,Fingering,Cashmere,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,2.25mm,32 sts,NaN,55, 365
Lotus Yarns,Celestial,Faux / Fake fur,Bulky,Merino,Nylon,NaN,NaN,NaN,57,43,NaN,NaN,NaN,6mm,12 sts,NaN,50, 86
Lotus Yarns,Moon Night,Plied (3 or more plies),Lace,Wool,Cashmere,NaN,NaN,NaN,95,5,NaN,NaN,NaN,2mm,32 sts,NaN,50, 600
Lotus Yarns,Pure Cashmere DK,Plied with a soft haze,DK,Cashmere,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,3.25mm,22 sts, 28 rows,55, 182
Madame Tricote Paris,Almina,Plied (3 or more plies),Fingering,Mercerized,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,2.5mm,NaN,NaN,50, 169
Madame Tricote Paris,Camilla,Plied (3 or more plies),Fingering,Cotton,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,2.5mm,30 sts,NaN,50, 123
Madame Tricote Paris,Dora,Plied (3 or more plies),Sport,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,3mm,24 sts,NaN,100, 250
Madame Tricote Paris,Maxi,Size 10 Crochet thread,Thread,Mercerized,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,2mm,NaN,NaN,100, 565
Madame Tricote Paris,Merino Gold,Plied (3 or more plies),Fingering,Merino,Acrylic,NaN,NaN,NaN,60,40,NaN,NaN,NaN,NaN,NaN,NaN,100, 400
Made In America Yarns,Florafil,Single ply wrapped with fine thread,Bulky,Cotton,Nylon,NaN,NaN,NaN,97,3,NaN,NaN,NaN,6.5mm,14 sts, 18 rows,99, 114
Magasin Duett,Supersoft,2 ply,Fingering,Wool,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,2.5mm,32 sts,NaN,50, 280
Maggiknits,Maggi's Linen,Slubby tweed,Aran,Cotton,Linen,NaN,NaN,NaN,52,48,NaN,NaN,NaN,4mm,18 sts,NaN,50, 115
Magpie Fibers,Nest,Plied (3 or more plies),Worsted,Corriedale,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,4mm,NaN,NaN,100, 192
Magpie Fibers,Plume,Brushed bouclé (fuzzy / fluffy),Lace,Cashmere,Silk,NaN,NaN,NaN,75,25,NaN,NaN,NaN,NaN,NaN,NaN,25, 288
Magpie Fibers,Quartet Bulky,Plied (3 or more plies),Bulky,Merino,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,6mm,NaN,NaN,100, 97
Magpie Fibers,Quartet Fingering,Plied (3 or more plies),Fingering,Merino,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,2.25mm,32 sts,NaN,50, 182
Magpie Fibers,Quartet Worsted,Plied (3 or more plies),Worsted,Merino,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,4.5mm,NaN,NaN,100, 192
Magpie Fibers,Swanky Sock,Plied (3 or more plies),Fingering,Merino,Cashmere,Nylon,NaN,NaN,80,10,10,NaN,NaN,2.5mm,32 sts,NaN,115, 346
Mainstays,100% Acrylic,Plied (3 or more plies),Aran,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,5.5mm,17 sts,NaN,200, 363
Marie Wallin,British Breeds,2 ply,Fingering,Blue,Exmoor,Wensleydale,Zwartbles,NaN,25,25,25,25,NaN,3mm,26 sts, 34 rows,25, 85
Martin'S Lab,Aubrey Sport,Plied (3 or more plies),Sport,Blue,Silk,NaN,NaN,NaN,55,45,NaN,NaN,NaN,3mm,NaN,NaN,100, 300
Martin'S Lab,Bouncy Merino,Plied with a tight twist,Fingering,Merino,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,2.75mm,32 sts,NaN,100, 365
Martin'S Lab,Merino Singles,Single ply,Fingering,Merino,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,2.5mm,32 sts,NaN,100, 366
Master Knit,Amigurumi,Plied (3 or more plies),Sport,Cotton,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,2.75mm,24 sts, 31 rows,125, 254
Master Knit,Amigurumi Velvet,Chenille,Worsted,Polyester,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,5mm,NaN,NaN,85, 131
Master Knit,Lucero,S on S plied,DK,Microfiber,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,4mm,22 sts, 28 rows,100, 220
Master Knit,Mar,Plied (3 or more plies),Bulky,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,7mm,14 sts, 17 rows,100, 133
Master Knit,Victoria,Plied (3 or more plies),Aran,Acrylic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,5mm,18 sts, 24 rows,150, 315
Mayflower,1 Class,Plied (3 or more plies),Fingering,Wool,Nylon,NaN,NaN,NaN,75,25,NaN,NaN,NaN,2.5mm,30 sts,NaN,50, 210
Mayflower,Baby Alpaca,Plied with a soft haze,DK,Baby,Nylon,NaN,NaN,NaN,60,40,NaN,NaN,NaN,3.5mm,23 sts, 31 rows,50, 100
Mayflower,Birmingham,2 ply,Fingering,Wool,Alpaca,Viscose,NaN,NaN,69,16,15,NaN,NaN,3mm,28 sts, 40 rows,50, 215
Mayflower,Bumblebee Print,Plied (3 or more plies),DK,Superwash,Bamboo,Nylon,NaN,NaN,50,25,25,NaN,NaN,4mm,21 sts, 28 rows,100, 160
Mayflower,Casablanca Lux,Single ply wrapped with fine thread,Worsted,Synthetic,Alpaca,Cotton,Wool,Metallic,38,27,13,13,9,3.5mm,20 sts, 27 rows,50, 225
Mayflower,Chuncky,Unspun roving,Jumbo,Wool,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,25mm,NaN,NaN,400, 40
Mayflower,Cotton 2,S on S plied,DK,Acrylic,Cotton,NaN,NaN,NaN,50,50,NaN,NaN,NaN,3.5mm,21 sts,NaN,50, 135
Mayflower,Cotton 3,S on S plied,Aran,Acrylic,Cotton,NaN,NaN,NaN,50,50,NaN,NaN,NaN,4.5mm,16 sts, 24 rows,50, 85
Mayflower,Cotton 8/4,Plied (3 or more plies),Fingering,Cotton,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,3mm,28 sts, 38 rows,50, 170
Mayflower,Cotton 8/4 Organic,Plied (3 or more plies),Fingering,Organic,NaN,NaN,NaN,NaN,100,NaN,NaN,NaN,NaN,3mm,27 sts, 36 rows,50, 170
